marital_status,is_displaced,gender,age,is_international,mothers_qualif,fathers_qualif,is_spec_needs,is_debtor,is_tuition_uptodate,is_scholarship,unempl_rate,infl_rate,gdp,application_order,course,is_daytime,prev_qualif,prev_qualif_grade,admission_grade,courses_credited,courses_enrolled,courses_evaluated,courses_approved,courses_avg_grade,courses_unevaluated,Target
married,0,0,45,0,4,6,0,0,1,0,12.4,0.5,1.79,1,Management,1,5,130,130,0,5,6,5,11,0,Graduate
single,0,0,20,0,4,4,0,0,1,1,11.1,0.6,2.02,1,Social Service,1,4,135,133.3,0,6,6,6,12,0,Graduate
single,1,0,28,0,-1,-1,0,0,1,0,7.6,2.6,0.32,2,Advertising and Marketing Management,1,4,140,97,0,5,5,0,0,0,Dropout
single,1,0,19,0,4,4,0,0,1,1,12.7,3.7,-1.7,1,Nursing,1,4,120,112,0,8,15,7,11.571428571428571,0,Graduate
single,1,0,18,0,4,1,0,0,1,0,12.7,3.7,-1.7,2,Tourism,1,4,140,123.6,0,6,10,6,12.857142857142858,0,Graduate
single,0,0,38,0,3,3,0,0,1,0,15.5,2.8,-4.06,1,Tourism,1,5,133.1,130.5,0,6,0,0,0,0,Dropout
single,0,0,19,0,4,5,0,0,1,0,9.4,-0.8,-3.12,2,Advertising and Marketing Management,1,4,135,133.3,0,5,5,5,13,0,Graduate
single,0,0,21,0,4,1,0,0,1,1,15.5,2.8,-4.06,1,Tourism,1,4,123,132.1,0,6,9,5,11,0,Graduate
single,0,0,21,0,1,4,0,0,1,0,16.2,0.3,-0.92,1,Management,1,4,133.1,100,0,5,12,3,12,0,Dropout
single,0,0,22,0,2,1,0,0,1,1,10.8,1.4,1.74,1,Social Service,1,4,154,140.4,0,6,6,5,12.6,0,Graduate
single,0,0,18,0,3,3,0,0,1,1,9.4,-0.8,-3.12,1,Basic Education,1,4,148,141.7,0,6,8,5,13.4,0,Graduate
single,0,0,18,0,1,1,1,0,1,1,15.5,2.8,-4.06,2,Social Service,1,4,133,119.7,0,6,9,6,11.333333333333334,0,Graduate
single,1,0,25,0,3,4,0,0,0,0,9.4,-0.8,-3.12,1,Equinculture,1,4,126,122.5,0,5,14,4,13.5,2,Dropout
single,0,0,24,0,3,3,0,1,0,0,16.2,0.3,-0.92,1,Veterinary Nursing,1,3,133.1,140,2,6,11,3,11.75,0,Dropout
single,1,0,20,0,1,3,0,0,1,1,12.4,0.5,1.79,2,Management,1,4,118,119.1,0,5,5,5,11.6,0,Graduate
single,0,0,25,0,1,4,0,0,0,0,10.8,1.4,1.74,1,Management,1,4,120,122.7,0,5,5,0,0,0,Dropout
single,0,0,20,0,2,3,0,0,1,1,8.9,1.4,3.51,1,Management,1,4,127,117.9,5,10,13,9,12.9,0,Graduate
single,0,0,23,0,3,2,0,0,1,0,9.4,-0.8,-3.12,1,Nursing,1,5,130,130,0,8,8,8,13.22,0,Graduate
single,1,0,19,0,3,1,0,0,1,1,10.8,1.4,1.74,3,Nursing,1,4,129,120,0,8,8,7,13.151428571428571,0,Graduate
single,0,0,29,0,1,1,0,1,0,0,13.9,-0.3,0.79,1,Agronomy,1,4,130,130,0,6,13,3,12.75,0,Dropout
single,1,0,21,0,3,1,0,0,1,0,11.1,0.6,2.02,3,Tourism,1,4,121,116.8,0,6,8,6,11.333333333333334,0,Graduate
single,1,0,18,0,3,4,0,0,1,1,11.1,0.6,2.02,1,Advertising and Marketing Management,1,4,136,123.4,0,6,10,6,13.25,0,Graduate
single,1,0,18,0,2,1,0,0,1,1,8.9,1.4,3.51,3,Journalism and Communication,1,4,131,127.2,0,6,6,6,15,0,Dropout
single,0,0,19,0,4,3,0,0,1,0,7.6,2.6,0.32,1,Veterinary Nursing,1,4,122,103.4,0,5,6,5,14.4,0,Graduate
single,0,0,18,0,4,4,0,0,1,0,8.9,1.4,3.51,1,Management,1,4,136,124.1,0,5,8,5,12.4,0,Graduate
married,1,0,37,0,2,1,0,1,0,1,8.9,1.4,3.51,1,Oral Hygiene,1,3,133.1,99.5,0,7,13,1,16,0,Dropout
single,0,0,29,0,1,1,0,0,1,0,16.2,0.3,-0.92,1,Management (evening attendance),0,5,127,124.9,0,5,10,5,13.571428571428571,0,Graduate
single,1,0,19,0,4,4,0,0,1,1,12.4,0.5,1.79,1,Social Service,1,4,121,118.9,0,6,8,5,11.666666666666666,0,Graduate
single,1,0,22,0,4,4,0,1,0,0,16.2,0.3,-0.92,1,Social Service,1,4,124,118.8,6,10,16,6,11.833333333333334,0,Dropout
single,0,0,20,0,1,2,0,0,1,1,15.5,2.8,-4.06,1,Tourism,1,4,131,137,0,6,8,6,11.166666666666666,0,Graduate
single,0,0,34,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Social Service (evening attendance),0,4,100,100,0,6,0,0,0,0,Dropout
single,0,0,30,0,1,2,0,1,0,0,7.6,2.6,0.32,1,Informatics Engineering,1,4,130,120,8,12,17,8,11.75,0,Dropout
single,0,0,18,0,4,4,0,0,1,0,10.8,1.4,1.74,1,Social Service,1,4,135,122.8,0,6,7,6,14,0,Graduate
single,0,0,18,0,2,3,0,0,1,0,12.4,0.5,1.79,1,Social Service,1,4,130,121.6,0,6,6,6,12.833333333333334,0,Graduate
single,1,0,18,0,5,4,0,0,1,0,9.4,-0.8,-3.12,2,Journalism and Communication,1,4,146,149.2,0,6,11,4,12.25,0,Graduate
single,1,0,18,0,6,4,0,0,1,0,12.7,3.7,-1.7,4,Nursing,1,4,146,140,0,8,8,7,14.828571428571427,0,Graduate
single,1,0,19,0,2,2,0,0,1,1,12.7,3.7,-1.7,2,Journalism and Communication,1,4,154,133.4,0,6,7,5,11.4,0,Graduate
single,1,0,19,0,1,1,0,0,1,1,10.8,1.4,1.74,1,Communication Design,1,4,137,126.2,0,6,6,6,13,0,Graduate
single,0,0,18,0,4,4,0,0,1,1,12.7,3.7,-1.7,5,Nursing,1,4,151,127.8,0,8,8,7,13.671428571428573,0,Graduate
single,0,0,21,0,1,2,0,0,1,1,13.9,-0.3,0.79,1,Agronomy,1,4,150,150,0,6,9,6,12.666666666666666,0,Graduate
single,1,0,20,0,4,3,0,0,0,0,7.6,2.6,0.32,2,Management,1,4,121,113.7,0,5,10,2,10,0,Dropout
single,1,0,20,0,3,3,0,0,1,0,13.9,-0.3,0.79,1,Management,1,4,122,117.8,0,5,10,5,13.5,0,Graduate
single,0,0,19,0,7,4,0,0,1,0,11.1,0.6,2.02,1,Nursing,1,4,143,136.7,2,7,8,7,12.67,0,Graduate
single,0,0,20,0,4,2,0,0,1,0,16.2,0.3,-0.92,1,Social Service,1,4,152,144.7,0,6,8,6,14.5,0,Graduate
single,1,0,18,0,3,4,0,0,1,0,13.9,-0.3,0.79,3,Nursing,1,4,145,139.8,0,7,7,7,13.685714285714283,0,Graduate
single,0,0,20,0,1,2,0,0,1,0,12.7,3.7,-1.7,1,Basic Education,1,4,120,113.7,0,6,8,5,11,0,Dropout
married,0,0,29,0,7,6,0,1,0,0,7.6,2.6,0.32,1,Equinculture,1,5,140,140,7,9,16,7,11.555555555555555,4,Dropout
single,1,0,20,0,3,3,0,0,1,1,15.5,2.8,-4.06,1,Nursing,1,4,129,119.6,0,7,8,7,14.00375,0,Graduate
single,1,0,22,0,2,1,0,0,1,1,16.2,0.3,-0.92,2,Management,1,4,139,123.7,0,5,8,4,12,0,Graduate
divorced,1,0,47,0,4,3,0,0,1,1,16.2,0.3,-0.92,1,Social Service (evening attendance),0,4,133.1,143,0,6,9,5,14.166666666666666,0,Graduate
married,0,0,31,0,1,1,0,0,1,0,8.9,1.4,3.51,1,Management (evening attendance),0,4,127,100.1,1,5,5,5,14,0,Graduate
single,0,0,21,0,3,1,0,0,1,1,16.2,0.3,-0.92,1,Communication Design,1,4,126,119.4,0,6,7,5,13.8,0,Graduate
single,0,0,21,0,2,2,0,0,1,0,7.6,2.6,0.32,1,Social Service (evening attendance),0,4,128,122.1,0,6,8,5,12.8,0,Graduate
married,0,0,24,0,4,4,0,0,1,0,7.6,2.6,0.32,1,Journalism and Communication,1,3,100,100,0,6,6,6,12.166666666666666,0,Graduate
single,0,0,32,0,-1,4,0,0,1,0,7.6,2.6,0.32,1,Social Service (evening attendance),0,3,170,101,0,6,9,4,12,0,Graduate
single,1,0,19,0,5,4,0,0,1,1,10.8,1.4,1.74,2,Social Service (evening attendance),0,4,117,111.8,0,6,8,6,10.833333333333334,0,Graduate
single,1,0,24,0,5,5,0,0,1,0,9.4,-0.8,-3.12,1,Nursing,1,4,140,140,0,8,8,8,13.385,0,Graduate
single,1,0,19,0,3,3,0,0,1,0,15.5,2.8,-4.06,4,Veterinary Nursing,1,4,123,124.4,0,6,14,6,15.666666666666666,0,Graduate
single,0,0,19,0,3,1,0,1,1,1,13.9,-0.3,0.79,1,Agronomy,1,4,150,150,0,6,9,6,14.333333333333334,0,Graduate
single,1,0,18,0,3,3,0,0,1,1,8.9,1.4,3.51,4,Social Service,1,4,123,116,0,6,9,6,11.666666666666666,0,Graduate
single,1,0,19,0,2,1,0,0,1,1,8.9,1.4,3.51,1,Communication Design,1,4,130,135.6,0,6,9,5,12,0,Dropout
married,0,0,19,0,5,2,0,0,1,1,10.8,1.4,1.74,1,Nursing,1,4,137,121,0,8,8,7,14.725714285714288,0,Graduate
single,1,0,18,0,3,2,0,0,1,1,12.4,0.5,1.79,2,Journalism and Communication,1,4,126,118.7,0,6,6,6,14.166666666666666,0,Graduate
single,1,0,18,0,4,4,0,0,1,0,12.4,0.5,1.79,1,Social Service,1,4,125,125.7,0,6,10,6,11.571428571428571,0,Graduate
single,1,0,20,0,4,4,0,0,1,0,12.4,0.5,1.79,4,Oral Hygiene,1,4,112,107.1,0,7,7,7,12.5,0,Graduate
single,0,0,18,0,3,2,0,0,1,0,9.4,-0.8,-3.12,1,Nursing,1,4,141,125.5,0,8,10,8,12.86,2,Graduate
single,1,0,18,0,2,2,0,0,1,0,11.1,0.6,2.02,4,Advertising and Marketing Management,1,4,135,127,0,6,10,6,12.25,0,Graduate
single,1,0,21,0,2,1,0,0,1,1,10.8,1.4,1.74,2,Veterinary Nursing,1,4,117,113.5,0,5,7,4,12,0,Graduate
single,0,0,18,0,3,3,0,0,1,1,15.5,2.8,-4.06,1,Nursing,1,4,160,154.4,0,7,9,7,15.116666666666667,0,Graduate
single,0,0,18,0,3,3,0,1,0,0,9.4,-0.8,-3.12,1,Advertising and Marketing Management,1,4,136,122,0,5,6,2,12.5,0,Dropout
single,1,0,19,0,4,2,0,0,1,0,9.4,-0.8,-3.12,2,Social Service,1,4,143,128,0,6,11,0,0,0,Dropout
single,1,0,18,0,4,3,0,0,1,0,11.1,0.6,2.02,4,Advertising and Marketing Management,1,4,120,117.2,0,6,8,6,11.875,0,Graduate
single,1,0,34,0,5,4,0,0,1,0,12.7,3.7,-1.7,1,Equinculture,1,5,150,150,1,5,6,1,11,0,Dropout
single,0,0,19,0,2,2,0,0,1,0,7.6,2.6,0.32,3,Veterinary Nursing,1,4,142,155.3,0,5,5,5,15.2,0,Graduate
single,1,0,19,0,1,1,0,1,0,0,12.4,0.5,1.79,1,Equinculture,1,4,120,120,2,6,7,5,11.6,0,Dropout
single,0,0,26,0,5,3,0,1,1,0,11.1,0.6,2.02,1,Social Service,1,4,160,116.1,0,6,6,6,14.833333333333334,0,Graduate
single,1,0,21,0,-1,-1,0,0,1,0,7.6,2.6,0.32,1,Basic Education,1,4,133.1,118.9,0,6,12,3,11.333333333333334,0,Dropout
single,0,0,18,0,3,3,0,0,1,1,11.1,0.6,2.02,2,Management,1,4,142,127.3,0,5,5,5,11.2,0,Graduate
single,1,0,20,0,2,2,0,0,1,1,9.4,-0.8,-3.12,4,Basic Education,1,4,121,113.7,0,6,8,5,13.4,0,Graduate
single,0,0,25,0,4,4,0,0,1,0,11.1,0.6,2.02,1,Management,1,4,135,118.5,0,5,12,2,10.5,0,Dropout
single,0,0,18,0,4,2,0,0,1,0,11.1,0.6,2.02,1,Management,1,4,153,146.7,0,5,5,5,16.2,0,Graduate
single,1,0,18,0,3,3,0,0,1,1,16.2,0.3,-0.92,1,Nursing,1,4,140,124.3,0,7,7,7,14.542857142857144,0,Graduate
single,0,0,19,0,4,3,0,0,1,0,11.1,0.6,2.02,1,Nursing,1,4,152,137.8,0,7,7,7,13.694285714285714,0,Graduate
single,0,0,18,0,3,2,0,0,1,1,12.4,0.5,1.79,1,Social Service,1,4,120,130.2,0,6,8,6,11.285714285714286,0,Graduate
single,0,0,26,0,3,3,0,1,0,0,8.9,1.4,3.51,1,Veterinary Nursing,1,5,150,150,0,3,3,0,0,0,Dropout
single,1,0,19,0,1,1,0,0,1,1,10.8,1.4,1.74,1,Nursing,1,4,100,100,0,8,8,7,13.058571428571428,0,Graduate
single,0,0,19,0,4,4,0,0,1,0,16.2,0.3,-0.92,1,Nursing,1,4,150,155.6,0,7,7,7,14.3,0,Graduate
single,0,0,19,0,1,1,0,0,1,0,7.6,2.6,0.32,4,Management,1,4,124,117.4,3,10,15,5,11.8,0,Graduate
single,1,0,18,0,3,3,0,0,1,0,16.2,0.3,-0.92,1,Tourism,1,4,121,117.5,0,6,7,6,10.571428571428571,0,Graduate
single,1,0,19,0,4,1,0,0,1,0,7.6,2.6,0.32,1,Nursing,1,-1,134,120.4,0,7,7,6,13.333333333333334,0,Graduate
single,0,0,18,0,4,4,0,1,1,0,13.9,-0.3,0.79,1,Social Service,1,4,134,130.9,0,6,10,6,11.857142857142858,0,Graduate
single,0,0,26,0,3,1,0,1,1,0,16.2,0.3,-0.92,1,Informatics Engineering,1,4,151,151,0,5,6,0,0,0,Dropout
single,1,0,20,0,2,2,0,0,1,0,12.4,0.5,1.79,1,Social Service,1,4,107,103.5,0,6,7,6,12,0,Graduate
single,0,0,19,0,1,2,0,0,1,0,12.7,3.7,-1.7,1,Social Service (evening attendance),0,4,126,119.4,0,6,6,6,12.666666666666666,0,Graduate
single,1,0,18,0,-1,1,0,0,1,1,9.4,-0.8,-3.12,1,Social Service,1,4,133,134.4,0,6,6,6,12.166666666666666,0,Graduate
single,0,0,19,0,2,1,0,0,1,0,13.9,-0.3,0.79,1,Social Service,1,4,140,143,3,6,6,6,13.333333333333334,0,Graduate
single,0,0,40,0,4,5,0,1,1,0,12.4,0.5,1.79,1,Basic Education,1,5,110,110,0,7,8,7,15,0,Graduate
single,1,0,18,0,2,2,0,0,1,1,9.4,-0.8,-3.12,4,Nursing,1,4,141,132.5,0,8,8,8,13.39125,0,Graduate
single,0,0,19,0,5,4,0,0,1,0,13.9,-0.3,0.79,1,Social Service,1,4,122,114.7,0,6,9,5,12.166666666666666,0,Graduate
single,0,0,18,0,5,4,0,0,1,0,7.6,2.6,0.32,1,Equinculture,1,4,156,166.9,0,5,9,4,11.25,0,Graduate
single,1,0,18,0,5,5,0,0,1,0,15.5,2.8,-4.06,1,Animation and Multimedia Design,1,4,188,178.3,0,0,0,0,0,0,Dropout
married,1,0,33,0,1,1,0,0,1,0,12.4,0.5,1.79,1,Social Service (evening attendance),0,4,120,117,0,6,7,6,12.833333333333334,0,Graduate
single,0,0,35,0,5,5,0,0,1,0,16.2,0.3,-0.92,1,Agronomy,1,5,130,150,0,6,10,6,14,0,Graduate
single,1,0,18,0,3,3,0,0,1,0,9.4,-0.8,-3.12,1,Journalism and Communication,1,4,140,135.1,0,6,7,6,13.5,0,Graduate
divorced,0,0,39,0,1,1,0,0,1,0,10.8,1.4,1.74,1,Management (evening attendance),0,4,133.1,136.2,0,5,6,5,11,0,Graduate
married,0,0,44,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Social Service,1,4,120,116,0,6,8,6,13,0,Graduate
single,1,0,24,0,3,3,0,0,1,0,12.7,3.7,-1.7,1,Tourism,1,4,117,116.3,0,6,9,4,12.6,0,Dropout
single,0,0,20,0,3,3,0,0,1,1,12.4,0.5,1.79,1,Journalism and Communication,1,4,123,134,0,6,6,6,13.666666666666666,0,Graduate
single,1,0,19,0,4,4,0,0,0,0,9.4,-0.8,-3.12,4,Animation and Multimedia Design,1,4,127,124.2,0,0,0,0,0,0,Dropout
married,0,0,18,0,1,2,0,1,1,1,7.6,2.6,0.32,1,Nursing,1,4,151,134.5,0,7,7,6,14.2,0,Graduate
single,0,0,22,0,3,3,0,1,0,0,10.8,1.4,1.74,1,Tourism,1,4,127,120.7,0,6,10,5,11,0,Dropout
single,1,0,18,0,3,4,0,0,1,0,11.1,0.6,2.02,1,Veterinary Nursing,1,4,133,127.1,0,6,7,6,15,0,Graduate
single,0,0,24,0,2,1,0,0,1,0,13.9,-0.3,0.79,1,Nursing,1,3,133.1,133,0,7,9,6,12.585714285714284,0,Graduate
single,0,0,33,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Management (evening attendance),0,4,133.1,128.2,0,5,0,0,0,0,Dropout
single,0,0,26,0,5,4,0,0,1,0,8.9,1.4,3.51,1,Veterinary Nursing,1,6,160,172,0,6,0,0,0,0,Dropout
single,1,0,18,0,3,2,0,0,1,0,10.8,1.4,1.74,4,Basic Education,1,4,140,128.5,0,6,7,6,11.666666666666666,0,Graduate
single,0,0,19,0,1,2,0,1,1,0,10.8,1.4,1.74,1,Journalism and Communication,1,4,146,128.5,0,6,13,3,12.666666666666666,0,Dropout
single,1,0,22,0,3,1,0,0,1,1,8.9,1.4,3.51,1,Veterinary Nursing,1,4,140,142.5,7,11,18,8,13.5,0,Graduate
single,1,0,21,0,1,2,0,0,1,1,15.5,2.8,-4.06,1,Veterinary Nursing,1,4,133.1,106,0,6,13,6,16.153846153846153,0,Graduate
single,1,0,21,0,3,2,0,0,1,1,7.6,2.6,0.32,4,Nursing,1,4,136,125.5,0,7,7,6,14.033333333333331,0,Graduate
single,1,0,19,0,2,1,0,0,1,1,8.9,1.4,3.51,1,Basic Education,1,4,122,112.9,0,7,8,7,13.857142857142858,0,Graduate
single,1,0,18,0,3,3,0,0,1,0,12.7,3.7,-1.7,6,Nursing,1,4,138,124.8,0,8,8,7,13.414285714285716,0,Dropout
married,0,0,50,0,1,4,0,0,1,0,16.2,0.3,-0.92,1,Social Service (evening attendance),0,4,160,140.9,7,11,11,11,13.545454545454543,0,Graduate
single,0,0,19,0,4,3,0,0,1,1,15.5,2.8,-4.06,1,Journalism and Communication,1,4,161,148.4,0,6,6,6,13.833333333333334,0,Graduate
divorced,0,0,35,0,4,1,0,0,1,0,13.9,-0.3,0.79,1,Management (evening attendance),0,4,140,129.7,0,5,8,5,12,0,Graduate
married,0,0,31,0,2,2,0,0,1,0,12.7,3.7,-1.7,1,Veterinary Nursing,1,3,133.1,128.2,0,6,0,0,0,0,Dropout
single,1,0,34,0,1,1,0,0,0,0,9.4,-0.8,-3.12,4,Management,1,4,130,119.9,0,5,5,0,0,0,Dropout
single,1,0,18,0,4,4,0,0,1,1,12.4,0.5,1.79,1,Nursing,1,4,152,141,0,7,7,7,15.135714285714286,0,Graduate
divorced,0,0,26,0,2,3,0,0,1,1,16.2,0.3,-0.92,1,Nursing,1,3,133.1,140,0,7,13,5,12.74,0,Dropout
single,0,0,19,0,3,3,0,0,1,1,15.5,2.8,-4.06,1,Basic Education,1,4,125,117,0,6,7,6,13.428571428571429,0,Graduate
single,0,0,20,0,5,6,0,0,1,0,8.9,1.4,3.51,1,Management,1,4,140,140.2,6,11,19,9,12.555555555555555,0,Graduate
single,0,0,19,0,-1,-1,0,0,1,0,7.6,2.6,0.32,1,Social Service,1,4,124,129.3,0,6,8,6,11.5,0,Graduate
single,0,0,18,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Basic Education,1,4,140,145.3,0,6,6,6,13.666666666666666,0,Graduate
single,0,0,28,0,1,1,0,0,1,0,10.8,1.4,1.74,1,Management (evening attendance),0,5,130,146.2,10,14,16,11,11.272727272727272,0,Graduate
single,0,0,21,0,1,1,0,0,1,1,13.9,-0.3,0.79,1,Social Service (evening attendance),0,4,160,156.1,3,6,6,6,14.666666666666666,0,Graduate
single,1,0,18,0,3,1,0,1,0,0,7.6,2.6,0.32,6,Journalism and Communication,1,4,141,128.4,0,6,8,5,13,0,Dropout
single,0,0,20,0,4,4,0,0,0,0,7.6,2.6,0.32,2,Veterinary Nursing,1,4,120,115,0,5,8,2,10.5,0,Dropout
single,0,0,18,0,4,3,0,0,1,0,11.1,0.6,2.02,2,Veterinary Nursing,1,4,166,158.7,0,6,7,6,14.857142857142858,0,Graduate
single,1,0,19,0,4,4,0,0,1,1,10.8,1.4,1.74,4,Nursing,1,4,147,124.5,0,8,11,7,12.86,0,Graduate
single,1,0,20,0,5,3,0,0,1,0,12.4,0.5,1.79,1,Social Service,1,4,121,111.9,5,11,12,11,11.727272727272728,0,Graduate
single,1,0,22,0,2,1,0,0,1,1,13.9,-0.3,0.79,1,Veterinary Nursing,1,4,150,150,3,6,11,6,13.142857142857142,0,Graduate
single,1,0,18,0,1,3,0,1,1,0,10.8,1.4,1.74,1,Advertising and Marketing Management,1,4,124,114.2,0,6,6,5,11.8,0,Dropout
single,1,0,19,0,2,1,0,0,1,0,16.2,0.3,-0.92,1,Management,1,4,96,96,0,5,10,3,10.666666666666666,0,Dropout
single,1,0,19,0,1,1,0,0,1,0,10.8,1.4,1.74,1,Nursing,1,4,142,131.3,0,8,8,7,14.731428571428571,0,Graduate
single,1,0,18,0,4,3,0,0,1,0,12.7,3.7,-1.7,1,Animation and Multimedia Design,1,4,135,137.1,0,0,0,0,0,0,Graduate
single,1,0,21,0,4,3,0,0,1,0,13.9,-0.3,0.79,1,Communication Design,1,5,120,120,9,13,14,13,13.615384615384617,1,Graduate
single,0,0,27,0,4,3,0,0,1,0,8.9,1.4,3.51,1,Management (evening attendance),0,5,140,139,0,5,5,5,15.8,0,Graduate
single,0,0,19,0,4,3,0,0,1,0,15.5,2.8,-4.06,1,Social Service,1,4,135,129.1,0,6,6,6,14.666666666666666,0,Graduate
divorced,0,0,25,0,-1,-1,0,0,1,0,7.6,2.6,0.32,1,Veterinary Nursing,1,4,133.1,128.2,0,5,5,0,0,0,Dropout
single,1,0,18,0,3,3,0,0,1,1,10.8,1.4,1.74,2,Nursing,1,4,137,120.8,0,8,8,7,14.654285714285717,0,Graduate
single,0,0,24,0,3,4,0,0,1,0,10.8,1.4,1.74,1,Nursing,1,5,122,135.8,0,8,8,7,12.401428571428571,0,Graduate
single,1,0,20,0,4,4,0,0,1,0,13.9,-0.3,0.79,3,Nursing,1,4,128,118.9,0,7,8,7,11.5875,0,Graduate
single,0,0,26,0,1,1,0,0,1,0,12.4,0.5,1.79,1,Management (evening attendance),0,5,140,140,3,5,5,5,14,0,Graduate
single,1,0,20,0,4,2,0,0,1,1,8.9,1.4,3.51,1,Social Service,1,4,132,127.1,0,6,9,6,12.333333333333334,0,Graduate
single,0,0,18,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Veterinary Nursing,1,4,131,137,0,5,5,5,14,0,Graduate
single,1,0,19,0,4,4,0,0,1,0,15.5,2.8,-4.06,1,Veterinary Nursing,1,4,126,127.4,0,6,13,6,15.23076923076923,0,Graduate
single,1,0,23,0,3,3,0,0,1,0,12.7,3.7,-1.7,1,Basic Education,1,4,133.1,97,0,6,9,5,11.6,0,Dropout
single,1,0,18,0,1,1,0,0,1,1,7.6,2.6,0.32,4,Nursing,1,4,136,126.3,0,7,7,6,11.6,0,Graduate
single,0,0,18,0,4,3,0,0,1,0,12.7,3.7,-1.7,4,Nursing,1,4,140,127.5,0,7,0,0,0,0,Dropout
single,0,0,19,0,5,4,0,0,1,1,11.1,0.6,2.02,1,Nursing,1,4,135,126.6,0,7,7,7,12.901428571428571,0,Graduate
single,0,0,30,0,4,5,0,0,1,0,7.6,2.6,0.32,1,Management (evening attendance),0,4,160,120,4,7,9,7,14.142857142857142,0,Graduate
single,1,0,29,0,4,5,0,0,1,0,15.5,2.8,-4.06,1,Veterinary Nursing,1,4,140,140,0,6,0,0,0,0,Dropout
single,1,0,19,0,5,4,0,0,1,0,9.4,-0.8,-3.12,6,Nursing,1,4,140,131.5,0,8,8,8,13.25375,0,Graduate
single,1,0,20,0,3,5,0,0,1,0,12.4,0.5,1.79,6,Oral Hygiene,1,4,115,112.2,0,7,7,7,13.785714285714286,0,Graduate
single,0,0,20,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Nursing,1,4,144,150.5,0,7,7,6,13.916666666666666,0,Graduate
single,1,0,19,0,2,2,0,0,1,0,11.1,0.6,2.02,4,Advertising and Marketing Management,1,4,128,121,0,6,8,6,13.5,0,Graduate
widower,1,0,21,0,3,4,0,0,1,0,10.8,1.4,1.74,2,Veterinary Nursing,1,4,135,129.4,0,5,8,0,0,4,Dropout
single,0,0,19,0,3,2,0,0,1,0,11.1,0.6,2.02,1,Advertising and Marketing Management,1,4,121,114.4,0,6,10,5,11.5,0,Graduate
single,1,0,18,0,1,2,0,0,1,1,10.8,1.4,1.74,3,Nursing,1,4,134,120.3,0,8,8,7,12.082857142857142,0,Graduate
single,0,0,27,0,1,1,0,0,1,1,15.5,2.8,-4.06,1,Social Service (evening attendance),0,4,120,120,0,6,8,6,11.833333333333334,0,Graduate
single,1,0,19,0,2,2,0,0,1,1,12.4,0.5,1.79,2,Management,1,4,125,114.5,0,5,6,5,13.4,0,Graduate
single,0,0,19,0,4,4,0,0,1,1,7.6,2.6,0.32,1,Nursing,1,4,141,127.8,0,7,7,0,0,2,Dropout
single,1,0,19,0,4,3,0,0,1,0,15.5,2.8,-4.06,1,Journalism and Communication,1,4,140,124.6,0,6,7,5,14.2,0,Graduate
single,1,0,18,0,3,3,0,0,1,1,12.7,3.7,-1.7,6,Nursing,1,4,144,130.3,0,8,8,7,13.814285714285717,0,Graduate
single,0,0,18,0,3,1,0,0,1,1,12.7,3.7,-1.7,1,Advertising and Marketing Management,1,4,130,118.8,0,6,6,6,14.5,0,Graduate
single,1,0,19,0,4,4,0,0,1,0,7.6,2.6,0.32,5,Advertising and Marketing Management,1,4,133.1,133,0,6,0,0,0,0,Dropout
married,1,0,36,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Nursing,1,3,133.1,129,0,7,7,6,11.3,0,Graduate
single,1,0,19,0,3,2,0,0,1,0,12.7,3.7,-1.7,6,Nursing,1,4,136,132.5,0,8,9,7,12.3,0,Graduate
single,1,0,18,0,3,3,0,0,1,1,10.8,1.4,1.74,5,Nursing,1,4,127,120.3,0,8,8,7,12.694285714285714,0,Graduate
single,0,0,18,0,3,3,0,0,1,0,9.4,-0.8,-3.12,1,Advertising and Marketing Management,1,4,123,114.6,0,5,5,4,11,0,Graduate
single,1,0,19,0,1,3,0,0,1,1,12.4,0.5,1.79,1,Social Service,1,4,128,116.5,0,6,6,6,13,0,Graduate
single,0,0,19,0,5,4,0,0,1,1,13.9,-0.3,0.79,1,Nursing,1,4,128,127.8,0,7,8,7,14.4125,0,Graduate
single,1,0,18,0,4,3,0,0,1,0,15.5,2.8,-4.06,2,Nursing,1,4,140,129.9,0,7,8,7,12.92875,0,Dropout
single,1,0,20,0,4,3,0,0,1,0,11.1,0.6,2.02,2,Journalism and Communication,1,4,121,118.9,0,6,6,6,13.333333333333334,0,Graduate
single,1,0,20,0,2,1,0,0,1,0,10.8,1.4,1.74,1,Nursing,1,4,126,114.8,0,8,8,7,14.402857142857142,0,Graduate
single,1,0,18,0,1,1,0,0,1,1,10.8,1.4,1.74,4,Nursing,1,4,135,123,0,8,8,7,13.381428571428572,0,Graduate
single,1,0,18,0,3,3,0,0,1,0,15.5,2.8,-4.06,2,Nursing,1,4,131,122.1,0,7,8,7,14.13125,0,Graduate
single,0,0,19,0,3,1,0,0,1,0,9.4,-0.8,-3.12,4,Veterinary Nursing,1,4,140,123.7,0,5,11,5,11.714285714285714,2,Graduate
